ID,FECHA_REPORTE,TIPO_INCIDENTE,GRAVEDAD,AreaRecreativaID
929,2022-03-26T00:00:00.000000Z,robo,alta,17593
930,2021-06-15T00:00:00.000000Z,caida,media,5241179
931,2024-05-11T00:00:00.000000Z,vandalismo,media,18424
932,2024-04-21T00:00:00.000000Z,caida,alta,17584
933,2022-11-06T00:00:00.000000Z,vandalismo,baja,17831
934,2021-04-18T00:00:00.000000Z,accidente,critica,52120
935,2020-07-29T00:00:00.000000Z,vandalismo,media,7882665
936,2023-10-01T00:00:00.000000Z,robo,media,17549
937,2020-06-13T00:00:00.000000Z,accidente,baja,17091
938,2020-11-22T00:00:00.000000Z,caida,media,17028
939,2022-03-08T00:00:00.000000Z,vandalismo,critica,18252
940,2021-06-25T00:00:00.000000Z,dano estructural,media,18544
941,2024-05-10T00:00:00.000000Z,caida,critica,3531286
942,2021-08-14T00:00:00.000000Z,accidente,alta,16822
943,2022-03-03T00:00:00.000000Z,accidente,media,4737855
944,2023-10-09T00:00:00.000000Z,dano estructural,media,18394
945,2024-08-01T00:00:00.000000Z,robo,alta,17610
946,2020-01-30T00:00:00.000000Z,robo,baja,17634
947,2023-04-26T00:00:00.000000Z,dano estructural,critica,9438374
948,2024-05-30T00:00:00.000000Z,robo,critica,17309
949,2021-01-06T00:00:00.000000Z,accidente,baja,17748
950,2022-09-17T00:00:00.000000Z,dano estructural,media,17282
951,2022-12-26T00:00:00.000000Z,robo,baja,9403201
952,2023-03-05T00:00:00.000000Z,dano estructural,baja,16690
953,2021-02-14T00:00:00.000000Z,accidente,baja,18122
954,2020-01-13T00:00:00.000000Z,vandalismo,media,17853
955,2021-07-25T00:00:00.000000Z,caida,alta,17627
956,2020-05-05T00:00:00.000000Z,vandalismo,media,4730819
957,2022-11-05T00:00:00.000000Z,accidente,baja,17004
958,2024-03-13T00:00:00.000000Z,vandalismo,alta,52109
959,2021-10-28T00:00:00.000000Z,vandalismo,media,52199
960,2022-10-19T00:00:00.000000Z,vandalismo,critica,7140941
961,2023-03-17T00:00:00.000000Z,vandalismo,critica,17352
962,2021-04-09T00:00:00.000000Z,accidente,baja,5209117
963,2021-07-04T00:00:00.000000Z,accidente,alta,18153
964,2019-12-01T00:00:00.000000Z,robo,baja,5071674
965,2022-08-24T00:00:00.000000Z,vandalismo,media,17088
966,2022-11-09T00:00:00.000000Z,caida,baja,17549
967,2022-03-05T00:00:00.000000Z,caida,baja,5246185
968,2022-04-19T00:00:00.000000Z,dano estructural,baja,9272789
969,2020-04-25T00:00:00.000000Z,vandalismo,media,16686
970,2022-10-20T00:00:00.000000Z,accidente,critica,16671
971,2023-10-26T00:00:00.000000Z,robo,media,52131
972,2022-01-14T00:00:00.000000Z,caida,critica,18199
973,2022-08-12T00:00:00.000000Z,caida,media,4737942
974,2022-01-03T00:00:00.000000Z,vandalismo,baja,16692
975,2022-03-10T00:00:00.000000Z,vandalismo,baja,17343
976,2020-04-27T00:00:00.000000Z,dano estructural,critica,18501
977,2020-05-22T00:00:00.000000Z,robo,baja,18104
978,2022-04-12T00:00:00.000000Z,caida,media,16738
979,2023-09-06T00:00:00.000000Z,caida,baja,17796
980,2023-03-13T00:00:00.000000Z,vandalismo,media,18355
981,2020-07-18T00:00:00.000000Z,accidente,baja,52222
982,2022-02-26T00:00:00.000000Z,dano estructural,alta,7933003
983,2022-03-17T00:00:00.000000Z,vandalismo,baja,17298
984,2022-08-14T00:00:00.000000Z,vandalismo,critica,17163
985,2024-09-23T00:00:00.000000Z,vandalismo,alta,8799532
986,2020-01-25T00:00:00.000000Z,accidente,alta,17015
987,2023-06-09T00:00:00.000000Z,dano estructural,critica,52108
988,2023-10-28T00:00:00.000000Z,accidente,alta,18541
989,2022-03-01T00:00:00.000000Z,dano estructural,baja,18074
990,2022-10-13T00:00:00.000000Z,caida,alta,17775
991,2021-01-01T00:00:00.000000Z,robo,critica,18041
992,2024-05-20T00:00:00.000000Z,robo,media,5219930
993,2020-08-21T00:00:00.000000Z,dano estructural,alta,52218
994,2019-11-15T00:00:00.000000Z,caida,media,17168
995,2021-12-03T00:00:00.000000Z,caida,critica,8799552
996,2023-03-11T00:00:00.000000Z,caida,baja,16837
997,2024-08-29T00:00:00.000000Z,accidente,alta,17194
998,2020-10-01T00:00:00.000000Z,vandalismo,alta,18617
999,2023-08-02T00:00:00.000000Z,robo,alta,52212
1000,2021-10-16T00:00:00.000000Z,vandalismo,media,16885
1001,2020-07-09T00:00:00.000000Z,vandalismo,alta,5241171
1002,2022-08-19T00:00:00.000000Z,accidente,baja,5654014
1003,2020-02-26T00:00:00.000000Z,dano estructural,critica,16731
1004,2021-05-12T00:00:00.000000Z,dano estructural,alta,18552
1005,2021-07-25T00:00:00.000000Z,vandalismo,baja,17896
1006,2023-10-18T00:00:00.000000Z,vandalismo,alta,18221
1007,2024-08-14T00:00:00.000000Z,robo,critica,17746
1008,2024-05-23T00:00:00.000000Z,robo,media,17644
1009,2024-07-10T00:00:00.000000Z,dano estructural,critica,8799942
1010,2022-12-13T00:00:00.000000Z,vandalismo,baja,18084
1011,2021-11-19T00:00:00.000000Z,accidente,media,18120
1012,2021-09-26T00:00:00.000000Z,vandalismo,media,8799549
1013,2022-12-25T00:00:00.000000Z,robo,media,18259
1014,2022-09-18T00:00:00.000000Z,vandalismo,critica,17288
1015,2020-07-20T00:00:00.000000Z,accidente,baja,17290
1016,2023-09-19T00:00:00.000000Z,robo,alta,16868
1017,2020-10-01T00:00:00.000000Z,accidente,media,52056
1018,2020-05-10T00:00:00.000000Z,accidente,baja,18477
1019,2022-01-07T00:00:00.000000Z,dano estructural,baja,52189
1020,2023-08-18T00:00:00.000000Z,accidente,critica,16751
1021,2024-07-08T00:00:00.000000Z,caida,baja,17209
1022,2020-03-23T00:00:00.000000Z,dano estructural,baja,52153
1023,2023-11-11T00:00:00.000000Z,accidente,critica,5241173
1024,2022-09-02T00:00:00.000000Z,dano estructural,media,52212
1025,2023-11-27T00:00:00.000000Z,dano estructural,media,16943
1026,2022-09-05T00:00:00.000000Z,robo,media,16732
1027,2023-11-14T00:00:00.000000Z,accidente,media,16888
1028,2021-06-04T00:00:00.000000Z,accidente,baja,451351
1029,2021-03-16T00:00:00.000000Z,robo,alta,18234
1030,2023-05-30T00:00:00.000000Z,accidente,critica,4986445
1031,2021-05-09T00:00:00.000000Z,dano estructural,alta,52135
1032,2020-10-18T00:00:00.000000Z,robo,alta,16896
1033,2020-01-31T00:00:00.000000Z,vandalismo,alta,18300
1034,2021-06-06T00:00:00.000000Z,robo,baja,17720
1035,2024-03-10T00:00:00.000000Z,caida,baja,5219931
1036,2021-07-25T00:00:00.000000Z,dano estructural,alta,18057
1037,2021-08-03T00:00:00.000000Z,vandalismo,alta,18488
1038,2022-02-13T00:00:00.000000Z,dano estructural,critica,17433
1039,2020-01-03T00:00:00.000000Z,accidente,critica,18530
1040,2021-12-25T00:00:00.000000Z,caida,alta,7130041
1041,2022-12-06T00:00:00.000000Z,vandalismo,baja,16757
1042,2020-01-06T00:00:00.000000Z,caida,baja,4796512
1043,2022-02-18T00:00:00.000000Z,vandalismo,alta,17632
1044,2020-12-11T00:00:00.000000Z,robo,alta,17886
1045,2022-11-16T00:00:00.000000Z,caida,baja,16766
1046,2020-05-22T00:00:00.000000Z,caida,critica,7908163
1047,2020-03-13T00:00:00.000000Z,vandalismo,alta,17200
1048,2023-08-30T00:00:00.000000Z,robo,baja,5071591
1049,2021-04-13T00:00:00.000000Z,caida,media,18395
1050,2024-08-11T00:00:00.000000Z,accidente,alta,18558
1051,2021-09-16T00:00:00.000000Z,vandalismo,alta,17753
1052,2021-12-20T00:00:00.000000Z,vandalismo,baja,16918
1053,2023-04-15T00:00:00.000000Z,vandalismo,alta,16867
1054,2022-10-24T00:00:00.000000Z,caida,critica,17544
1055,2020-08-03T00:00:00.000000Z,robo,media,3991087
1056,2021-11-01T00:00:00.000000Z,caida,critica,8218587
1057,2023-02-05T00:00:00.000000Z,robo,baja,18330
1058,2021-10-21T00:00:00.000000Z,vandalismo,alta,17678
1059,2022-04-01T00:00:00.000000Z,caida,critica,3991213
1060,2024-07-06T00:00:00.000000Z,caida,alta,17089
1061,2024-06-30T00:00:00.000000Z,dano estructural,critica,16668
1062,2022-11-27T00:00:00.000000Z,caida,alta,52106
1063,2021-10-09T00:00:00.000000Z,dano estructural,media,16935
1064,2020-06-03T00:00:00.000000Z,robo,alta,17932
1065,2023-03-12T00:00:00.000000Z,accidente,alta,17267
1066,2021-05-17T00:00:00.000000Z,caida,critica,3566346
1067,2022-01-17T00:00:00.000000Z,vandalismo,critica,16847
1068,2020-12-01T00:00:00.000000Z,robo,baja,18272
1069,2020-09-07T00:00:00.000000Z,robo,critica,16997
1070,2023-08-08T00:00:00.000000Z,dano estructural,media,17015
1071,2020-07-28T00:00:00.000000Z,accidente,media,17887
1072,2023-10-08T00:00:00.000000Z,robo,baja,16928
1073,2022-09-17T00:00:00.000000Z,vandalismo,baja,5653899
1074,2021-05-01T00:00:00.000000Z,robo,critica,18592
1075,2021-06-17T00:00:00.000000Z,robo,media,8775337
1076,2023-10-16T00:00:00.000000Z,dano estructural,alta,5075332
1077,2024-08-03T00:00:00.000000Z,caida,alta,3566363
1078,2024-08-10T00:00:00.000000Z,accidente,critica,16822
1079,2022-06-16T00:00:00.000000Z,vandalismo,baja,18250
1080,2021-04-13T00:00:00.000000Z,accidente,media,16724
1081,2023-05-21T00:00:00.000000Z,robo,alta,17212
1082,2021-05-18T00:00:00.000000Z,caida,alta,17630
1083,2020-03-13T00:00:00.000000Z,caida,critica,17395
1084,2024-06-04T00:00:00.000000Z,dano estructural,media,18292
1085,2021-01-28T00:00:00.000000Z,caida,critica,17796
1086,2021-02-11T00:00:00.000000Z,accidente,alta,18287
1087,2023-08-25T00:00:00.000000Z,robo,baja,17440
1088,2023-10-25T00:00:00.000000Z,caida,critica,3960567
1089,2022-01-15T00:00:00.000000Z,robo,critica,17009
1090,2022-10-28T00:00:00.000000Z,dano estructural,media,17180
1091,2022-04-22T00:00:00.000000Z,accidente,critica,17435
1092,2024-09-15T00:00:00.000000Z,robo,media,7761231
1093,2019-12-05T00:00:00.000000Z,vandalismo,alta,451521
1094,2024-03-26T00:00:00.000000Z,caida,alta,17754
1095,2021-02-16T00:00:00.000000Z,robo,baja,18060
1096,2024-04-05T00:00:00.000000Z,vandalismo,critica,17600
1097,2024-05-19T00:00:00.000000Z,accidente,media,18276
1098,2020-09-28T00:00:00.000000Z,caida,baja,17654
1099,2022-03-21T00:00:00.000000Z,accidente,baja,16678
1100,2023-06-06T00:00:00.000000Z,dano estructural,media,4749894
1101,2024-02-20T00:00:00.000000Z,caida,baja,5240286
1102,2024-08-14T00:00:00.000000Z,caida,critica,17162
1103,2020-07-12T00:00:00.000000Z,accidente,alta,17503
1104,2020-10-09T00:00:00.000000Z,robo,critica,16896
1105,2020-10-14T00:00:00.000000Z,caida,alta,52230
1106,2024-06-21T00:00:00.000000Z,robo,media,17301
1107,2019-10-20T00:00:00.000000Z,caida,critica,18054
1108,2021-10-17T00:00:00.000000Z,dano estructural,alta,7247845
1109,2023-08-04T00:00:00.000000Z,accidente,alta,17068
1110,2024-02-19T00:00:00.000000Z,dano estructural,baja,18272
1111,2020-10-14T00:00:00.000000Z,caida,critica,17725
1112,2021-02-08T00:00:00.000000Z,vandalismo,critica,3568306
1113,2023-04-14T00:00:00.000000Z,accidente,media,17270
1114,2020-07-15T00:00:00.000000Z,robo,alta,17076
1115,2024-07-12T00:00:00.000000Z,dano estructural,baja,5220743
1116,2023-04-15T00:00:00.000000Z,accidente,alta,17953
1117,2023-08-13T00:00:00.000000Z,robo,alta,17651
1118,2020-12-22T00:00:00.000000Z,robo,baja,18436
1119,2023-02-27T00:00:00.000000Z,vandalismo,critica,17058
1120,2024-03-03T00:00:00.000000Z,vandalismo,alta,4795654
1121,2019-11-30T00:00:00.000000Z,robo,alta,17768
1122,2020-09-29T00:00:00.000000Z,accidente,media,52086
1123,2024-10-02T00:00:00.000000Z,dano estructural,media,17123
1124,2021-08-20T00:00:00.000000Z,accidente,baja,16925
1125,2019-12-23T00:00:00.000000Z,caida,alta,17927
1126,2024-02-29T00:00:00.000000Z,vandalismo,media,17516
1127,2021-01-06T00:00:00.000000Z,dano estructural,baja,18185
1128,2020-09-23T00:00:00.000000Z,dano estructural,alta,17757
1129,2022-07-16T00:00:00.000000Z,vandalismo,baja,17694
1130,2021-03-25T00:00:00.000000Z,dano estructural,critica,17330
1131,2019-05-11T00:00:00.000000Z,dano estructural,baja,16663
1132,2024-01-01T00:00:00.000000Z,accidente,baja,17688
1133,2023-08-09T00:00:00.000000Z,vandalismo,critica,7896504
1134,2021-12-10T00:00:00.000000Z,vandalismo,baja,17338
1135,2024-01-28T00:00:00.000000Z,caida,media,18056
1136,2020-08-17T00:00:00.000000Z,caida,media,5071674
1137,2023-01-23T00:00:00.000000Z,vandalismo,critica,17122
1138,2022-05-27T00:00:00.000000Z,vandalismo,critica,18311
1139,2020-05-01T00:00:00.000000Z,robo,critica,17638
1140,2021-04-19T00:00:00.000000Z,robo,critica,5246182
1141,2023-01-20T00:00:00.000000Z,caida,critica,52170
1142,2022-07-25T00:00:00.000000Z,dano estructural,media,8780154
1143,2024-09-16T00:00:00.000000Z,robo,critica,17891
1144,2022-12-22T00:00:00.000000Z,robo,media,17837
1145,2020-02-05T00:00:00.000000Z,accidente,baja,18637
1146,2023-09-19T00:00:00.000000Z,dano estructural,critica,17522
1147,2023-04-16T00:00:00.000000Z,accidente,alta,16774
1148,2021-06-16T00:00:00.000000Z,dano estructural,alta,18286
1149,2022-07-27T00:00:00.000000Z,vandalismo,critica,7761231
1150,2022-01-06T00:00:00.000000Z,caida,media,18151
1151,2022-09-06T00:00:00.000000Z,caida,alta,17842
1152,2023-10-04T00:00:00.000000Z,accidente,alta,5174681
1153,2022-12-23T00:00:00.000000Z,vandalismo,alta,18337
1154,2022-07-21T00:00:00.000000Z,dano estructural,baja,17315
1155,2023-08-18T00:00:00.000000Z,robo,baja,16940
1156,2022-01-06T00:00:00.000000Z,vandalismo,alta,16880
1157,2021-06-22T00:00:00.000000Z,dano estructural,critica,17632
1158,2023-09-14T00:00:00.000000Z,robo,alta,16889
1159,2022-12-13T00:00:00.000000Z,robo,baja,17194
1160,2022-10-13T00:00:00.000000Z,dano estructural,media,7107699
1161,2023-09-26T00:00:00.000000Z,caida,alta,5237120
1162,2021-02-19T00:00:00.000000Z,robo,baja,17284
1163,2024-06-24T00:00:00.000000Z,accidente,media,18387
1164,2022-07-16T00:00:00.000000Z,robo,critica,16953
1165,2020-01-26T00:00:00.000000Z,vandalismo,baja,17832
1166,2023-09-28T00:00:00.000000Z,caida,baja,18327
1167,2023-09-03T00:00:00.000000Z,accidente,alta,16813
1168,2021-08-16T00:00:00.000000Z,dano estructural,media,5246194
1169,2023-06-04T00:00:00.000000Z,dano estructural,alta,17768
1170,2022-05-14T00:00:00.000000Z,caida,alta,5237133
1171,2023-01-07T00:00:00.000000Z,accidente,critica,17072
1172,2021-09-24T00:00:00.000000Z,accidente,critica,17858
1173,2021-03-31T00:00:00.000000Z,robo,media,18172
1174,2024-01-19T00:00:00.000000Z,vandalismo,alta,52185
1175,2023-05-20T00:00:00.000000Z,dano estructural,baja,8799601
1176,2024-10-08T00:00:00.000000Z,accidente,baja,18029
1177,2020-02-05T00:00:00.000000Z,caida,baja,18106
1178,2020-04-26T00:00:00.000000Z,caida,alta,5174650
1179,2022-05-17T00:00:00.000000Z,vandalismo,alta,17064
1180,2021-11-30T00:00:00.000000Z,robo,baja,4737941
1181,2020-04-11T00:00:00.000000Z,robo,baja,17822
1182,2023-07-11T00:00:00.000000Z,caida,alta,18489
1183,2020-05-23T00:00:00.000000Z,accidente,critica,18024
1184,2020-01-02T00:00:00.000000Z,caida,alta,17486
1185,2021-04-27T00:00:00.000000Z,accidente,critica,52175
1186,2021-05-29T00:00:00.000000Z,robo,baja,8799540
1187,2021-04-09T00:00:00.000000Z,dano estructural,baja,52122
1188,2023-12-26T00:00:00.000000Z,accidente,baja,17287
1189,2024-08-04T00:00:00.000000Z,vandalismo,media,18498
1190,2024-10-08T00:00:00.000000Z,robo,media,7248141
1191,2024-08-26T00:00:00.000000Z,robo,media,17529
1192,2022-08-24T00:00:00.000000Z,robo,critica,17601
1193,2021-01-03T00:00:00.000000Z,dano estructural,alta,18265
1194,2022-12-26T00:00:00.000000Z,robo,media,16920
1195,2024-02-10T00:00:00.000000Z,robo,baja,17018
1196,2024-06-22T00:00:00.000000Z,accidente,media,5075483
1197,2021-03-20T00:00:00.000000Z,accidente,baja,7107704
1198,2023-08-30T00:00:00.000000Z,caida,alta,18611
1199,2022-08-18T00:00:00.000000Z,vandalismo,media,5246197
1200,2023-08-21T00:00:00.000000Z,accidente,critica,17528
1201,2024-08-03T00:00:00.000000Z,accidente,critica,17671
1202,2024-09-10T00:00:00.000000Z,caida,critica,17209
1203,2023-07-11T00:00:00.000000Z,dano estructural,critica,18302
1204,2021-02-14T00:00:00.000000Z,dano estructural,critica,5213821
1205,2021-10-14T00:00:00.000000Z,dano estructural,media,17333
1206,2022-08-13T00:00:00.000000Z,robo,alta,18344
1207,2021-03-06T00:00:00.000000Z,accidente,alta,18472
1208,2024-09-17T00:00:00.000000Z,dano estructural,baja,16763
1209,2022-10-29T00:00:00.000000Z,accidente,baja,5195385
1210,2024-03-20T00:00:00.000000Z,robo,critica,16683
1211,2023-08-25T00:00:00.000000Z,caida,alta,16721
1212,2019-10-27T00:00:00.000000Z,robo,media,5237108
1213,2020-03-18T00:00:00.000000Z,dano estructural,baja,16865
1214,2021-06-12T00:00:00.000000Z,robo,critica,16992
1215,2020-10-29T00:00:00.000000Z,dano estructural,media,17335
1216,2019-12-25T00:00:00.000000Z,accidente,alta,18245
1217,2021-02-07T00:00:00.000000Z,vandalismo,baja,18382
1218,2023-08-28T00:00:00.000000Z,dano estructural,alta,9492997
1219,2023-05-01T00:00:00.000000Z,dano estructural,critica,16933
1220,2021-05-13T00:00:00.000000Z,accidente,alta,16843
1221,2023-07-17T00:00:00.000000Z,accidente,critica,17093
1222,2022-01-15T00:00:00.000000Z,dano estructural,baja,461181
1223,2022-07-03T00:00:00.000000Z,caida,baja,17076
1224,2020-05-15T00:00:00.000000Z,caida,alta,18346
1225,2021-11-30T00:00:00.000000Z,caida,media,18503
1226,2021-02-16T00:00:00.000000Z,accidente,alta,9046339
1227,2020-10-16T00:00:00.000000Z,robo,media,18200
1228,2023-05-30T00:00:00.000000Z,caida,alta,5241169
1229,2024-10-01T00:00:00.000000Z,dano estructural,media,52125
1230,2022-07-04T00:00:00.000000Z,accidente,baja,18144
1231,2023-03-26T00:00:00.000000Z,vandalismo,baja,17489
1232,2019-12-24T00:00:00.000000Z,dano estructural,alta,16724
1233,2024-07-15T00:00:00.000000Z,robo,critica,7248199
1234,2023-04-09T00:00:00.000000Z,accidente,critica,9237483
1235,2022-11-16T00:00:00.000000Z,robo,alta,18450
1236,2020-10-13T00:00:00.000000Z,dano estructural,critica,18252
1237,2020-06-22T00:00:00.000000Z,caida,alta,17359
1238,2021-02-13T00:00:00.000000Z,accidente,critica,18409
1239,2023-03-26T00:00:00.000000Z,robo,baja,52153
1240,2023-02-16T00:00:00.000000Z,caida,media,18555
1241,2020-05-30T00:00:00.000000Z,vandalismo,alta,52224
1242,2021-09-01T00:00:00.000000Z,caida,critica,17615
1243,2021-09-09T00:00:00.000000Z,robo,critica,18233
1244,2022-02-01T00:00:00.000000Z,caida,media,17853
1245,2020-10-19T00:00:00.000000Z,dano estructural,critica,16835
1246,2023-10-25T00:00:00.000000Z,robo,critica,17091
1247,2022-06-10T00:00:00.000000Z,accidente,baja,17874
1248,2024-06-14T00:00:00.000000Z,accidente,alta,16853
1249,2021-08-22T00:00:00.000000Z,robo,alta,18221
1250,2022-12-07T00:00:00.000000Z,robo,alta,18554
1251,2023-06-08T00:00:00.000000Z,vandalismo,critica,16922
1252,2022-06-07T00:00:00.000000Z,caida,alta,18371
1253,2021-10-29T00:00:00.000000Z,vandalismo,baja,3962084
1254,2023-04-14T00:00:00.000000Z,robo,critica,8909085
1255,2023-01-24T00:00:00.000000Z,dano estructural,critica,16983
1256,2020-01-30T00:00:00.000000Z,dano estructural,alta,4985928
1257,2020-09-10T00:00:00.000000Z,dano estructural,alta,18598
1258,2024-05-20T00:00:00.000000Z,caida,alta,17140
1259,2022-06-19T00:00:00.000000Z,dano estructural,alta,17377
1260,2023-09-28T00:00:00.000000Z,caida,baja,17372
1261,2022-10-06T00:00:00.000000Z,dano estructural,media,451351
1262,2020-03-23T00:00:00.000000Z,caida,critica,18614
1263,2020-12-18T00:00:00.000000Z,dano estructural,critica,18273
1264,2021-08-19T00:00:00.000000Z,vandalismo,alta,3960567
1265,2020-12-01T00:00:00.000000Z,robo,baja,17388
1266,2021-02-24T00:00:00.000000Z,accidente,critica,18273
1267,2023-11-28T00:00:00.000000Z,robo,critica,18188
1268,2023-01-17T00:00:00.000000Z,vandalismo,media,17915
1269,2020-04-20T00:00:00.000000Z,vandalismo,alta,9187084
1270,2020-06-21T00:00:00.000000Z,dano estructural,critica,16874
1271,2022-12-13T00:00:00.000000Z,dano estructural,baja,8799543
1272,2022-10-02T00:00:00.000000Z,dano estructural,media,5240297
1273,2021-05-02T00:00:00.000000Z,accidente,baja,17472
1274,2022-11-15T00:00:00.000000Z,accidente,baja,17330
1275,2023-02-12T00:00:00.000000Z,caida,media,5174766
1276,2023-01-01T00:00:00.000000Z,vandalismo,critica,18113
1277,2022-12-30T00:00:00.000000Z,accidente,alta,16723
1278,2021-02-02T00:00:00.000000Z,caida,critica,18282
1279,2021-11-14T00:00:00.000000Z,accidente,alta,18609
1280,2023-04-15T00:00:00.000000Z,vandalismo,critica,5653903
1281,2020-10-06T00:00:00.000000Z,vandalismo,critica,17653
1282,2022-01-05T00:00:00.000000Z,dano estructural,media,16751
1283,2021-02-08T00:00:00.000000Z,caida,alta,5237122
1284,2020-09-05T00:00:00.000000Z,accidente,media,17379
1285,2024-04-01T00:00:00.000000Z,dano estructural,baja,18336
1286,2022-04-21T00:00:00.000000Z,dano estructural,media,17732
1287,2022-02-12T00:00:00.000000Z,robo,baja,18044
1288,2021-01-07T00:00:00.000000Z,accidente,baja,18615
1289,2019-11-28T00:00:00.000000Z,accidente,critica,16747
1290,2023-10-06T00:00:00.000000Z,accidente,baja,17355
1291,2019-12-07T00:00:00.000000Z,robo,alta,17438
1292,2024-05-25T00:00:00.000000Z,dano estructural,baja,18214
1293,2022-04-05T00:00:00.000000Z,robo,alta,17254
1294,2022-01-10T00:00:00.000000Z,dano estructural,alta,52231
1295,2024-07-29T00:00:00.000000Z,dano estructural,media,5653924
1296,2021-03-05T00:00:00.000000Z,vandalismo,media,17074
1297,2020-03-03T00:00:00.000000Z,caida,media,17402
1298,2020-01-24T00:00:00.000000Z,dano estructural,baja,17370
1299,2023-09-19T00:00:00.000000Z,robo,critica,18319
1300,2021-04-19T00:00:00.000000Z,dano estructural,alta,8799942
1301,2020-06-22T00:00:00.000000Z,accidente,media,16987
1302,2021-07-16T00:00:00.000000Z,dano estructural,critica,3961443
1303,2021-09-30T00:00:00.000000Z,accidente,media,9391954
1304,2023-04-09T00:00:00.000000Z,robo,alta,17275
1305,2024-07-29T00:00:00.000000Z,accidente,critica,5241178
1306,2024-09-30T00:00:00.000000Z,vandalismo,alta,52135
1307,2020-08-30T00:00:00.000000Z,vandalismo,media,7024214
1308,2023-06-27T00:00:00.000000Z,caida,baja,3573208
1309,2020-03-25T00:00:00.000000Z,robo,critica,18117
1310,2021-04-06T00:00:00.000000Z,dano estructural,critica,17405
1311,2022-05-20T00:00:00.000000Z,caida,critica,18187
1312,2022-11-26T00:00:00.000000Z,robo,media,17459
1313,2023-05-18T00:00:00.000000Z,accidente,alta,17158
1314,2020-12-06T00:00:00.000000Z,dano estructural,media,17459
1315,2020-12-21T00:00:00.000000Z,caida,baja,18197
1316,2022-04-28T00:00:00.000000Z,accidente,baja,16677
1317,2020-05-26T00:00:00.000000Z,accidente,media,17746
1318,2023-01-31T00:00:00.000000Z,vandalismo,baja,18398
1319,2019-12-28T00:00:00.000000Z,caida,critica,18629
1320,2022-09-07T00:00:00.000000Z,dano estructural,critica,7903107
1321,2023-12-31T00:00:00.000000Z,accidente,baja,17931
1322,2024-04-10T00:00:00.000000Z,accidente,media,18598
1323,2022-07-12T00:00:00.000000Z,robo,alta,17921
1324,2020-10-27T00:00:00.000000Z,vandalismo,critica,17263
1325,2022-05-16T00:00:00.000000Z,accidente,alta,3573058
1326,2021-06-04T00:00:00.000000Z,vandalismo,critica,17718
1327,2021-08-22T00:00:00.000000Z,caida,critica,16867
1328,2020-06-05T00:00:00.000000Z,robo,baja,16702
1329,2022-01-26T00:00:00.000000Z,accidente,critica,16737
1330,2021-12-31T00:00:00.000000Z,accidente,baja,17402
1331,2024-02-09T00:00:00.000000Z,dano estructural,baja,17980
1332,2023-12-22T00:00:00.000000Z,vandalismo,baja,7126494
1333,2021-02-28T00:00:00.000000Z,dano estructural,alta,17551
1334,2023-10-18T00:00:00.000000Z,robo,critica,5241167
1335,2022-10-15T00:00:00.000000Z,dano estructural,alta,7764194
1336,2021-06-06T00:00:00.000000Z,accidente,media,18119
1337,2020-12-29T00:00:00.000000Z,caida,media,17945
1338,2020-03-10T00:00:00.000000Z,dano estructural,media,3566376
1339,2020-09-11T00:00:00.000000Z,accidente,media,52210
1340,2021-02-19T00:00:00.000000Z,vandalismo,baja,18397
1341,2019-12-01T00:00:00.000000Z,caida,media,18036
1342,2020-02-27T00:00:00.000000Z,accidente,media,5237124
1343,2020-05-04T00:00:00.000000Z,vandalismo,baja,16859
1344,2019-10-22T00:00:00.000000Z,accidente,alta,17400
1345,2024-11-04T00:00:00.000000Z,robo,baja,17284
1346,2023-03-24T00:00:00.000000Z,vandalismo,alta,18418
1347,2021-04-27T00:00:00.000000Z,robo,alta,17834
1348,2022-02-10T00:00:00.000000Z,robo,critica,18368
1349,2021-05-30T00:00:00.000000Z,vandalismo,media,17993
1350,2024-05-05T00:00:00.000000Z,caida,media,16731
1351,2024-01-06T00:00:00.000000Z,dano estructural,media,3991132
1352,2019-12-16T00:00:00.000000Z,robo,media,17910
1353,2024-06-13T00:00:00.000000Z,vandalismo,critica,52198
1354,2020-05-27T00:00:00.000000Z,accidente,media,16822
1355,2024-08-29T00:00:00.000000Z,accidente,critica,17719
1356,2023-08-08T00:00:00.000000Z,dano estructural,critica,17550
1357,2024-01-11T00:00:00.000000Z,caida,baja,18135
1358,2024-03-30T00:00:00.000000Z,caida,critica,17066
1359,2024-12-08T00:00:00.000000Z,dano estructural,alta,5025103
1360,2021-11-04T00:00:00.000000Z,dano estructural,baja,9396658
1361,2021-06-30T00:00:00.000000Z,accidente,critica,18163
1362,2023-11-26T00:00:00.000000Z,caida,baja,18204
1363,2023-09-05T00:00:00.000000Z,accidente,baja,17669
1364,2024-08-07T00:00:00.000000Z,dano estructural,baja,17772
1365,2021-08-13T00:00:00.000000Z,accidente,media,18349
1366,2020-03-15T00:00:00.000000Z,accidente,alta,5653905
1367,2023-01-01T00:00:00.000000Z,vandalismo,alta,18570
1368,2024-02-13T00:00:00.000000Z,caida,media,17881
1369,2023-10-30T00:00:00.000000Z,robo,baja,18377
1370,2024-08-20T00:00:00.000000Z,vandalismo,critica,16970
1371,2024-01-19T00:00:00.000000Z,dano estructural,critica,18029
1372,2019-12-28T00:00:00.000000Z,robo,critica,18338
1373,2023-07-17T00:00:00.000000Z,caida,alta,17517
1374,2024-03-03T00:00:00.000000Z,dano estructural,alta,17727
