ID,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AreaRecreativaID,FECHA
1105,3,4,muy bueno,5056315,2023-03-01T00:00:00.000000Z
1106,2,1,regular,17638,2023-12-16T00:00:00.000000Z
1107,2,3,aceptable,18339,2022-10-13T00:00:00.000000Z
1108,4,5,excelente,16664,2021-03-22T00:00:00.000000Z
1109,2,3,aceptable,17705,2021-11-10T00:00:00.000000Z
1110,5,5,excelente,5241177,2023-03-22T00:00:00.000000Z
1111,3,3,muy bueno,16657,2022-09-16T00:00:00.000000Z
1112,1,1,deficiente,5219933,2022-05-30T00:00:00.000000Z
1113,4,5,excelente,18476,2021-07-09T00:00:00.000000Z
1114,1,1,deficiente,17941,2021-12-07T00:00:00.000000Z
1115,4,4,excelente,16771,2023-08-25T00:00:00.000000Z
1116,2,3,aceptable,18149,2023-10-21T00:00:00.000000Z
1117,2,3,aceptable,18622,2021-03-19T00:00:00.000000Z
1118,5,4,excelente,17335,2022-07-01T00:00:00.000000Z
1119,4,3,muy bueno,3573055,2022-11-01T00:00:00.000000Z
1120,4,4,excelente,17024,2023-04-27T00:00:00.000000Z
1121,3,2,aceptable,18115,2022-12-28T00:00:00.000000Z
1122,3,3,muy bueno,5654051,2023-05-17T00:00:00.000000Z
1123,2,1,regular,17217,2021-09-19T00:00:00.000000Z
1124,3,4,muy bueno,17757,2022-03-19T00:00:00.000000Z
1125,2,2,aceptable,18267,2022-07-25T00:00:00.000000Z
1126,4,3,muy bueno,17853,2022-03-06T00:00:00.000000Z
1127,2,1,regular,17619,2022-08-20T00:00:00.000000Z
1128,5,5,excelente,17805,2023-11-26T00:00:00.000000Z
1129,2,1,regular,7908048,2023-11-06T00:00:00.000000Z
1130,4,4,excelente,18416,2023-11-21T00:00:00.000000Z
1131,5,5,excelente,18465,2023-01-23T00:00:00.000000Z
1132,3,3,muy bueno,17992,2021-07-28T00:00:00.000000Z
1133,2,1,regular,5246193,2022-02-02T00:00:00.000000Z
1134,2,2,aceptable,5241181,2023-01-29T00:00:00.000000Z
1135,3,2,aceptable,17101,2022-04-14T00:00:00.000000Z
1136,2,3,aceptable,17514,2021-02-14T00:00:00.000000Z
1137,2,1,regular,5133174,2023-07-30T00:00:00.000000Z
1138,3,3,muy bueno,18362,2023-06-02T00:00:00.000000Z
1139,1,2,regular,17553,2023-08-01T00:00:00.000000Z
1140,3,2,aceptable,7165942,2023-11-09T00:00:00.000000Z
1141,2,1,regular,17896,2023-01-12T00:00:00.000000Z
1142,1,1,deficiente,18242,2021-12-04T00:00:00.000000Z
1143,4,5,excelente,8799532,2023-10-10T00:00:00.000000Z
1144,4,5,excelente,7126577,2021-12-19T00:00:00.000000Z
1145,4,5,excelente,52209,2022-07-07T00:00:00.000000Z
1146,2,1,regular,7107703,2022-01-09T00:00:00.000000Z
1147,2,1,regular,18622,2022-05-26T00:00:00.000000Z
1148,3,2,aceptable,17453,2022-02-18T00:00:00.000000Z
1149,4,4,excelente,17156,2021-09-03T00:00:00.000000Z
1150,1,1,deficiente,52197,2021-10-04T00:00:00.000000Z
1151,4,5,excelente,8927341,2022-12-12T00:00:00.000000Z
1152,2,3,aceptable,16718,2021-10-14T00:00:00.000000Z
1153,1,2,regular,3991153,2023-02-20T00:00:00.000000Z
1154,5,5,excelente,17118,2021-05-04T00:00:00.000000Z
1155,5,5,excelente,52225,2023-09-04T00:00:00.000000Z
1156,2,2,aceptable,5211511,2022-01-08T00:00:00.000000Z
1157,3,4,muy bueno,9180738,2022-03-24T00:00:00.000000Z
1158,2,2,aceptable,17000,2021-07-30T00:00:00.000000Z
1159,1,2,regular,5174681,2021-01-18T00:00:00.000000Z
1160,1,1,deficiente,17744,2023-02-11T00:00:00.000000Z
1161,5,5,excelente,3567539,2022-07-11T00:00:00.000000Z
1162,5,5,excelente,18295,2021-07-28T00:00:00.000000Z
1163,1,1,deficiente,18369,2023-12-26T00:00:00.000000Z
1164,1,1,deficiente,9049654,2023-01-05T00:00:00.000000Z
1165,2,3,aceptable,17059,2021-06-04T00:00:00.000000Z
1166,1,1,deficiente,18473,2023-03-30T00:00:00.000000Z
1167,1,1,deficiente,17508,2023-07-02T00:00:00.000000Z
1168,1,2,regular,5237124,2022-05-07T00:00:00.000000Z
1169,2,1,regular,17044,2022-02-22T00:00:00.000000Z
1170,3,3,muy bueno,18505,2021-07-14T00:00:00.000000Z
1171,1,1,deficiente,52087,2021-06-06T00:00:00.000000Z
1172,2,2,aceptable,3991087,2022-12-18T00:00:00.000000Z
1173,2,3,aceptable,8785833,2021-11-28T00:00:00.000000Z
1174,5,5,excelente,4990656,2023-12-31T00:00:00.000000Z
1175,4,4,excelente,52227,2022-10-04T00:00:00.000000Z
1176,3,3,muy bueno,17725,2023-09-13T00:00:00.000000Z
1177,2,3,aceptable,18376,2022-05-04T00:00:00.000000Z
1178,1,2,regular,52179,2022-06-03T00:00:00.000000Z
1179,1,1,deficiente,3576105,2022-07-01T00:00:00.000000Z
1180,2,2,aceptable,17831,2021-04-10T00:00:00.000000Z
1181,4,3,muy bueno,18577,2023-04-23T00:00:00.000000Z
1182,2,3,aceptable,8781302,2022-10-16T00:00:00.000000Z
1183,1,1,deficiente,18425,2021-10-20T00:00:00.000000Z
1184,2,2,aceptable,18440,2022-11-19T00:00:00.000000Z
1185,4,4,excelente,18319,2023-03-26T00:00:00.000000Z
1186,2,2,aceptable,5178801,2021-12-16T00:00:00.000000Z
1187,1,1,deficiente,18237,2022-11-13T00:00:00.000000Z
1188,4,5,excelente,16722,2021-07-15T00:00:00.000000Z
1189,2,1,regular,451353,2022-10-09T00:00:00.000000Z
1190,3,2,aceptable,18419,2023-11-17T00:00:00.000000Z
1191,5,5,excelente,18248,2021-09-10T00:00:00.000000Z
1192,5,5,excelente,18525,2021-09-03T00:00:00.000000Z
1193,1,2,regular,5209024,2023-06-26T00:00:00.000000Z
1194,2,2,aceptable,17148,2023-09-05T00:00:00.000000Z
1195,2,2,aceptable,17339,2021-02-19T00:00:00.000000Z
1196,3,3,muy bueno,17247,2022-03-30T00:00:00.000000Z
1197,2,1,regular,52163,2022-10-02T00:00:00.000000Z
1198,1,1,deficiente,17023,2022-12-08T00:00:00.000000Z
1199,5,5,excelente,5654059,2023-09-04T00:00:00.000000Z
1200,4,4,excelente,17819,2022-04-22T00:00:00.000000Z
1201,2,3,aceptable,17147,2021-02-15T00:00:00.000000Z
1202,1,1,deficiente,17847,2022-06-27T00:00:00.000000Z
1203,2,3,aceptable,4988049,2023-05-23T00:00:00.000000Z
1204,5,5,excelente,18304,2023-10-27T00:00:00.000000Z
1205,1,1,deficiente,17850,2021-10-03T00:00:00.000000Z
1206,1,1,deficiente,4749895,2022-08-14T00:00:00.000000Z
1207,3,4,muy bueno,16934,2023-01-24T00:00:00.000000Z
1208,4,5,excelente,17867,2022-01-04T00:00:00.000000Z
1209,5,5,excelente,16724,2021-07-01T00:00:00.000000Z
1210,2,3,aceptable,18406,2023-10-29T00:00:00.000000Z
1211,5,5,excelente,52208,2022-10-26T00:00:00.000000Z
1212,4,3,muy bueno,7591618,2021-10-29T00:00:00.000000Z
1213,3,4,muy bueno,17106,2021-02-25T00:00:00.000000Z
1214,4,4,excelente,17711,2021-12-01T00:00:00.000000Z
1215,1,1,deficiente,18408,2021-06-30T00:00:00.000000Z
1216,4,4,excelente,17851,2023-04-02T00:00:00.000000Z
1217,4,4,excelente,18118,2021-07-16T00:00:00.000000Z
1218,4,4,excelente,5010682,2021-12-21T00:00:00.000000Z
1219,4,5,excelente,7127775,2022-01-08T00:00:00.000000Z
1220,1,1,deficiente,5241182,2022-11-27T00:00:00.000000Z
1221,4,3,muy bueno,5240276,2023-03-25T00:00:00.000000Z
1222,4,3,muy bueno,52157,2023-03-03T00:00:00.000000Z
1223,3,2,aceptable,52181,2022-06-14T00:00:00.000000Z
1224,2,1,regular,17280,2023-07-11T00:00:00.000000Z
1225,2,2,aceptable,18466,2023-08-19T00:00:00.000000Z
1226,5,5,excelente,18565,2021-05-20T00:00:00.000000Z
1227,4,3,muy bueno,17739,2023-03-10T00:00:00.000000Z
1228,3,3,muy bueno,5219929,2021-02-26T00:00:00.000000Z
1229,1,2,regular,52142,2022-11-25T00:00:00.000000Z
1230,1,1,deficiente,17778,2022-08-02T00:00:00.000000Z
1231,1,2,regular,18197,2021-02-03T00:00:00.000000Z
1232,4,4,excelente,18039,2023-10-12T00:00:00.000000Z
1233,1,1,deficiente,17460,2023-11-06T00:00:00.000000Z
1234,3,4,muy bueno,18562,2022-10-20T00:00:00.000000Z
1235,1,2,regular,6819615,2021-05-02T00:00:00.000000Z
1236,2,1,regular,7107699,2021-05-28T00:00:00.000000Z
1237,2,3,aceptable,17928,2023-05-07T00:00:00.000000Z
1238,5,4,excelente,17146,2023-11-01T00:00:00.000000Z
1239,3,3,muy bueno,17018,2022-07-08T00:00:00.000000Z
1240,3,2,aceptable,16890,2021-11-05T00:00:00.000000Z
1241,2,1,regular,16885,2023-05-15T00:00:00.000000Z
1242,5,5,excelente,7591686,2022-06-05T00:00:00.000000Z
1243,4,5,excelente,52119,2021-02-02T00:00:00.000000Z
1244,3,3,muy bueno,52152,2021-07-21T00:00:00.000000Z
1245,5,4,excelente,17763,2023-09-12T00:00:00.000000Z
1246,2,1,regular,18628,2023-07-23T00:00:00.000000Z
1247,2,3,aceptable,18201,2022-12-07T00:00:00.000000Z
1248,4,5,excelente,18524,2023-05-10T00:00:00.000000Z
1249,3,2,aceptable,18079,2021-01-31T00:00:00.000000Z
1250,1,2,regular,52082,2022-08-26T00:00:00.000000Z
1251,2,2,aceptable,16937,2021-08-16T00:00:00.000000Z
1252,2,1,regular,18485,2023-10-30T00:00:00.000000Z
1253,1,1,deficiente,16781,2023-08-16T00:00:00.000000Z
1254,1,1,deficiente,16859,2021-11-21T00:00:00.000000Z
1255,1,2,regular,17116,2021-10-21T00:00:00.000000Z
1256,3,4,muy bueno,52074,2022-08-27T00:00:00.000000Z
1257,2,1,regular,16959,2023-06-20T00:00:00.000000Z
1258,3,2,aceptable,5241167,2021-04-25T00:00:00.000000Z
1259,4,4,excelente,17507,2023-08-25T00:00:00.000000Z
1260,2,3,aceptable,16892,2022-12-14T00:00:00.000000Z
1261,2,2,aceptable,7126577,2023-03-17T00:00:00.000000Z
1262,3,3,muy bueno,18163,2022-06-25T00:00:00.000000Z
1263,1,1,deficiente,17119,2021-12-10T00:00:00.000000Z
1264,2,3,aceptable,17875,2023-12-09T00:00:00.000000Z
1265,4,5,excelente,9397047,2021-09-27T00:00:00.000000Z
1266,1,2,regular,18377,2021-09-23T00:00:00.000000Z
1267,4,3,muy bueno,3573055,2023-10-21T00:00:00.000000Z
1268,2,2,aceptable,52228,2023-03-19T00:00:00.000000Z
1269,2,3,aceptable,5241167,2022-11-22T00:00:00.000000Z
1270,3,3,muy bueno,18258,2023-02-19T00:00:00.000000Z
1271,5,5,excelente,5241168,2021-12-17T00:00:00.000000Z
1272,4,4,excelente,52088,2021-08-24T00:00:00.000000Z
1273,4,3,muy bueno,4749894,2022-03-31T00:00:00.000000Z
1274,5,5,excelente,17735,2023-04-23T00:00:00.000000Z
1275,4,3,muy bueno,5237130,2023-08-22T00:00:00.000000Z
1276,1,1,deficiente,17585,2023-11-03T00:00:00.000000Z
1277,2,1,regular,8799532,2022-12-12T00:00:00.000000Z
1278,2,3,aceptable,16997,2022-11-29T00:00:00.000000Z
1279,5,5,excelente,17273,2021-02-06T00:00:00.000000Z
1280,1,1,deficiente,7107707,2021-03-27T00:00:00.000000Z
1281,3,3,muy bueno,52167,2021-09-09T00:00:00.000000Z
1282,2,3,aceptable,18613,2022-05-22T00:00:00.000000Z
1283,4,4,excelente,8914015,2023-03-30T00:00:00.000000Z
1284,4,4,excelente,18255,2021-10-20T00:00:00.000000Z
1285,2,3,aceptable,18418,2021-04-17T00:00:00.000000Z
1286,1,2,regular,5195568,2023-07-23T00:00:00.000000Z
1287,2,3,aceptable,18618,2023-01-20T00:00:00.000000Z
1288,5,5,excelente,18023,2021-10-29T00:00:00.000000Z
1289,4,4,excelente,17746,2021-11-12T00:00:00.000000Z
1290,5,4,excelente,18562,2023-08-15T00:00:00.000000Z
1291,4,4,excelente,18291,2023-10-20T00:00:00.000000Z
1292,3,3,muy bueno,16912,2023-08-25T00:00:00.000000Z
1293,3,4,muy bueno,6819623,2023-07-26T00:00:00.000000Z
1294,5,4,excelente,8914011,2023-07-15T00:00:00.000000Z
1295,4,3,muy bueno,18349,2021-03-22T00:00:00.000000Z
1296,2,2,aceptable,18210,2022-10-13T00:00:00.000000Z
1297,4,5,excelente,3991194,2023-03-03T00:00:00.000000Z
1298,4,5,excelente,17932,2022-05-10T00:00:00.000000Z
1299,1,1,deficiente,17902,2022-01-24T00:00:00.000000Z
1300,3,4,muy bueno,18082,2023-05-07T00:00:00.000000Z
1301,3,4,muy bueno,17613,2022-02-06T00:00:00.000000Z
1302,1,2,regular,7356676,2021-05-19T00:00:00.000000Z
1303,4,3,muy bueno,5240112,2022-11-01T00:00:00.000000Z
1304,2,1,regular,9179375,2021-11-23T00:00:00.000000Z
1305,3,4,muy bueno,17488,2021-05-27T00:00:00.000000Z
1306,4,4,excelente,17639,2022-08-12T00:00:00.000000Z
1307,5,5,excelente,17491,2023-05-14T00:00:00.000000Z
1308,4,5,excelente,18125,2022-03-25T00:00:00.000000Z
1309,1,1,deficiente,18601,2022-10-13T00:00:00.000000Z
1310,5,4,excelente,52211,2023-04-18T00:00:00.000000Z
1311,5,4,excelente,17590,2021-07-07T00:00:00.000000Z
1312,2,2,aceptable,5231441,2022-09-16T00:00:00.000000Z
1313,3,3,muy bueno,16850,2022-04-09T00:00:00.000000Z
1314,1,1,deficiente,7126499,2023-01-09T00:00:00.000000Z
1315,4,5,excelente,6907760,2023-04-02T00:00:00.000000Z
1316,4,4,excelente,17069,2023-05-23T00:00:00.000000Z
1317,3,4,muy bueno,7024214,2023-07-23T00:00:00.000000Z
1318,5,5,excelente,17277,2022-08-02T00:00:00.000000Z
1319,3,3,muy bueno,17363,2022-12-13T00:00:00.000000Z
1320,3,3,muy bueno,17030,2021-11-09T00:00:00.000000Z
1321,1,1,deficiente,18526,2022-01-20T00:00:00.000000Z
1322,4,5,excelente,18510,2022-01-27T00:00:00.000000Z
1323,1,1,deficiente,16711,2023-10-20T00:00:00.000000Z
1324,4,5,excelente,5075483,2021-09-04T00:00:00.000000Z
1325,4,4,excelente,3740788,2021-10-04T00:00:00.000000Z
1326,1,2,regular,52211,2022-03-10T00:00:00.000000Z
1327,3,4,muy bueno,17501,2021-01-25T00:00:00.000000Z
1328,1,2,regular,17199,2022-03-13T00:00:00.000000Z
1329,2,2,aceptable,17141,2021-02-05T00:00:00.000000Z
1330,1,1,deficiente,17663,2022-07-17T00:00:00.000000Z
1331,4,4,excelente,17692,2023-03-20T00:00:00.000000Z
1332,5,5,excelente,16889,2022-12-29T00:00:00.000000Z
1333,1,1,deficiente,18616,2021-11-26T00:00:00.000000Z
1334,1,1,deficiente,18612,2023-02-09T00:00:00.000000Z
1335,2,2,aceptable,18529,2023-07-29T00:00:00.000000Z
1336,5,5,excelente,17081,2022-01-28T00:00:00.000000Z
1337,5,5,excelente,16868,2021-05-07T00:00:00.000000Z
1338,3,3,muy bueno,17776,2022-01-12T00:00:00.000000Z
1339,1,2,regular,16753,2023-07-24T00:00:00.000000Z
1340,4,5,excelente,17451,2022-04-13T00:00:00.000000Z
1341,1,2,regular,16902,2021-04-24T00:00:00.000000Z
1342,4,5,excelente,17428,2022-01-09T00:00:00.000000Z
1343,3,4,muy bueno,7882656,2023-06-11T00:00:00.000000Z
1344,5,5,excelente,18629,2021-06-19T00:00:00.000000Z
1345,2,1,regular,16737,2021-12-19T00:00:00.000000Z
1346,5,5,excelente,7248199,2022-08-26T00:00:00.000000Z
1347,1,2,regular,5653890,2021-04-18T00:00:00.000000Z
1348,3,4,muy bueno,17751,2021-10-31T00:00:00.000000Z
1349,4,4,excelente,17672,2022-06-13T00:00:00.000000Z
1350,5,5,excelente,17062,2021-03-20T00:00:00.000000Z
1351,4,5,excelente,17641,2021-10-06T00:00:00.000000Z
1352,4,5,excelente,17281,2023-10-06T00:00:00.000000Z
1353,4,4,excelente,17083,2021-09-20T00:00:00.000000Z
1354,5,4,excelente,17815,2022-03-09T00:00:00.000000Z
1355,4,4,excelente,5240285,2021-09-07T00:00:00.000000Z
1356,1,2,regular,17126,2021-08-24T00:00:00.000000Z
1357,2,3,aceptable,5653950,2021-11-01T00:00:00.000000Z
1358,4,3,muy bueno,17456,2023-06-13T00:00:00.000000Z
1359,3,4,muy bueno,17089,2022-01-08T00:00:00.000000Z
1360,5,4,excelente,17958,2023-09-15T00:00:00.000000Z
1361,4,5,excelente,52114,2023-12-03T00:00:00.000000Z
1362,2,2,aceptable,8799540,2022-09-25T00:00:00.000000Z
1363,3,3,muy bueno,17532,2022-01-22T00:00:00.000000Z
1364,5,5,excelente,5196548,2023-06-21T00:00:00.000000Z
1365,5,5,excelente,3991087,2021-03-16T00:00:00.000000Z
1366,1,2,regular,16934,2021-05-17T00:00:00.000000Z
1367,5,5,excelente,5246186,2021-07-09T00:00:00.000000Z
1368,3,4,muy bueno,18229,2021-12-14T00:00:00.000000Z
1369,1,1,deficiente,17129,2021-01-19T00:00:00.000000Z
1370,3,2,aceptable,16717,2021-09-08T00:00:00.000000Z
1371,2,2,aceptable,3960929,2021-03-17T00:00:00.000000Z
1372,4,3,muy bueno,17654,2022-03-31T00:00:00.000000Z
1373,2,1,regular,18191,2021-08-30T00:00:00.000000Z
1374,2,1,regular,18377,2023-09-27T00:00:00.000000Z
1375,4,3,muy bueno,17219,2021-03-20T00:00:00.000000Z
1376,4,4,excelente,5654053,2022-04-18T00:00:00.000000Z
1377,4,4,excelente,17868,2022-04-16T00:00:00.000000Z
1378,3,2,aceptable,18561,2023-08-04T00:00:00.000000Z
1379,2,3,aceptable,5246182,2022-05-12T00:00:00.000000Z
1380,5,4,excelente,17701,2022-09-17T00:00:00.000000Z
1381,2,3,aceptable,16707,2022-06-21T00:00:00.000000Z
1382,2,3,aceptable,17316,2023-01-28T00:00:00.000000Z
1383,4,3,muy bueno,3573917,2023-07-25T00:00:00.000000Z
1384,5,4,excelente,17759,2022-07-02T00:00:00.000000Z
1385,4,5,excelente,3573208,2023-07-28T00:00:00.000000Z
1386,3,4,muy bueno,5237114,2022-01-03T00:00:00.000000Z
1387,5,5,excelente,17560,2022-07-09T00:00:00.000000Z
1388,3,3,muy bueno,7928004,2022-08-17T00:00:00.000000Z
1389,2,1,regular,3568695,2021-01-29T00:00:00.000000Z
1390,1,2,regular,4731667,2022-11-29T00:00:00.000000Z
1391,1,1,deficiente,17488,2023-01-27T00:00:00.000000Z
1392,4,4,excelente,17665,2021-01-02T00:00:00.000000Z
1393,1,2,regular,52158,2023-05-25T00:00:00.000000Z
1394,5,4,excelente,17097,2022-02-04T00:00:00.000000Z
1395,1,1,deficiente,18541,2022-11-30T00:00:00.000000Z
1396,4,5,excelente,17992,2021-04-01T00:00:00.000000Z
1397,5,5,excelente,16872,2021-08-01T00:00:00.000000Z
1398,4,4,excelente,18241,2023-10-08T00:00:00.000000Z
1399,3,3,muy bueno,18434,2023-02-20T00:00:00.000000Z
1400,5,4,excelente,16823,2021-04-30T00:00:00.000000Z
1401,4,5,excelente,17048,2023-04-01T00:00:00.000000Z
1402,2,2,aceptable,18239,2021-03-12T00:00:00.000000Z
1403,4,3,muy bueno,3573015,2022-01-09T00:00:00.000000Z
1404,5,4,excelente,18057,2022-07-26T00:00:00.000000Z
1405,1,2,regular,17741,2022-06-03T00:00:00.000000Z
1406,5,5,excelente,18277,2023-04-29T00:00:00.000000Z
1407,5,5,excelente,18213,2021-04-21T00:00:00.000000Z
1408,2,3,aceptable,17203,2022-05-29T00:00:00.000000Z
1409,2,2,aceptable,18174,2021-10-30T00:00:00.000000Z
1410,1,1,deficiente,18029,2023-11-05T00:00:00.000000Z
1411,3,4,muy bueno,17160,2022-04-29T00:00:00.000000Z
1412,2,2,aceptable,18451,2022-07-11T00:00:00.000000Z
1413,2,3,aceptable,5237118,2021-11-22T00:00:00.000000Z
1414,3,4,muy bueno,18077,2021-06-18T00:00:00.000000Z
1415,2,1,regular,18170,2021-12-26T00:00:00.000000Z
1416,2,3,aceptable,17287,2021-07-22T00:00:00.000000Z
1417,5,4,excelente,16907,2021-05-02T00:00:00.000000Z
1418,2,2,aceptable,17030,2021-10-25T00:00:00.000000Z
1419,1,1,deficiente,16768,2023-12-17T00:00:00.000000Z
1420,3,3,muy bueno,16713,2023-07-18T00:00:00.000000Z
1421,4,4,excelente,16758,2022-01-28T00:00:00.000000Z
1422,3,2,aceptable,5246192,2022-01-06T00:00:00.000000Z
1423,4,4,excelente,7280401,2022-03-21T00:00:00.000000Z
1424,1,1,deficiente,17901,2022-06-18T00:00:00.000000Z
1425,4,4,excelente,17447,2023-01-07T00:00:00.000000Z
1426,3,4,muy bueno,52085,2022-02-10T00:00:00.000000Z
1427,4,3,muy bueno,17894,2021-11-12T00:00:00.000000Z
1428,3,2,aceptable,18523,2021-04-29T00:00:00.000000Z
1429,4,5,excelente,4986431,2021-11-16T00:00:00.000000Z
1430,5,5,excelente,16915,2022-11-27T00:00:00.000000Z
1431,2,2,aceptable,16724,2022-06-06T00:00:00.000000Z
1432,4,5,excelente,18378,2023-10-25T00:00:00.000000Z
1433,3,3,muy bueno,4731667,2021-09-16T00:00:00.000000Z
1434,5,4,excelente,18569,2021-05-29T00:00:00.000000Z
1435,2,2,aceptable,16892,2021-03-18T00:00:00.000000Z
1436,3,3,muy bueno,18247,2023-11-04T00:00:00.000000Z
1437,3,2,aceptable,18607,2021-10-02T00:00:00.000000Z
1438,1,1,deficiente,17733,2022-12-22T00:00:00.000000Z
1439,3,2,aceptable,18612,2023-05-25T00:00:00.000000Z
1440,3,4,muy bueno,18487,2021-10-17T00:00:00.000000Z
1441,5,4,excelente,17821,2022-02-26T00:00:00.000000Z
1442,3,3,muy bueno,17074,2023-05-04T00:00:00.000000Z
1443,5,5,excelente,18386,2022-06-19T00:00:00.000000Z
1444,2,3,aceptable,7802464,2022-07-20T00:00:00.000000Z
1445,2,3,aceptable,5211511,2023-11-20T00:00:00.000000Z
1446,2,1,regular,17311,2021-02-20T00:00:00.000000Z
1447,3,4,muy bueno,17756,2022-03-14T00:00:00.000000Z
1448,4,5,excelente,17841,2021-09-14T00:00:00.000000Z
1449,2,2,aceptable,8218587,2021-02-26T00:00:00.000000Z
1450,2,3,aceptable,5240310,2021-10-27T00:00:00.000000Z
1451,5,4,excelente,18329,2021-10-19T00:00:00.000000Z
1452,2,2,aceptable,17943,2021-05-31T00:00:00.000000Z
1453,5,4,excelente,52088,2022-05-24T00:00:00.000000Z
1454,3,3,muy bueno,18199,2022-08-16T00:00:00.000000Z
1455,5,5,excelente,17146,2021-04-16T00:00:00.000000Z
1456,2,1,regular,4749895,2022-07-24T00:00:00.000000Z
1457,2,1,regular,52207,2022-07-01T00:00:00.000000Z
1458,1,1,deficiente,17769,2023-11-20T00:00:00.000000Z
1459,5,5,excelente,8909081,2021-08-12T00:00:00.000000Z
1460,5,4,excelente,17567,2023-05-16T00:00:00.000000Z
1461,4,4,excelente,52214,2021-12-01T00:00:00.000000Z
1462,2,2,aceptable,6819622,2023-07-29T00:00:00.000000Z
1463,5,5,excelente,17261,2022-11-08T00:00:00.000000Z
1464,5,4,excelente,17120,2022-07-01T00:00:00.000000Z
1465,3,4,muy bueno,18493,2021-03-27T00:00:00.000000Z
1466,5,5,excelente,16712,2023-09-04T00:00:00.000000Z
1467,2,2,aceptable,18579,2023-06-12T00:00:00.000000Z
1468,5,5,excelente,3573058,2023-10-20T00:00:00.000000Z
1469,5,5,excelente,18455,2021-01-04T00:00:00.000000Z
1470,2,1,regular,18047,2022-06-05T00:00:00.000000Z
1471,1,1,deficiente,17329,2022-07-06T00:00:00.000000Z
1472,1,1,deficiente,17527,2022-08-18T00:00:00.000000Z
1473,3,4,muy bueno,18633,2022-10-06T00:00:00.000000Z
1474,1,2,regular,17804,2023-08-11T00:00:00.000000Z
1475,2,2,aceptable,18226,2023-07-27T00:00:00.000000Z
1476,4,4,excelente,16751,2023-03-20T00:00:00.000000Z
1477,2,2,aceptable,4986212,2021-12-17T00:00:00.000000Z
1478,1,1,deficiente,16926,2021-03-14T00:00:00.000000Z
1479,1,1,deficiente,9049653,2022-02-15T00:00:00.000000Z
1480,1,1,deficiente,5240281,2021-07-02T00:00:00.000000Z
1481,3,4,muy bueno,17789,2023-03-20T00:00:00.000000Z
1482,3,4,muy bueno,17339,2023-04-06T00:00:00.000000Z
1483,1,1,deficiente,4731667,2023-03-21T00:00:00.000000Z
1484,1,2,regular,16919,2022-04-30T00:00:00.000000Z
1485,2,3,aceptable,18472,2022-09-28T00:00:00.000000Z
1486,5,5,excelente,5173859,2023-04-13T00:00:00.000000Z
1487,2,1,regular,16966,2021-03-14T00:00:00.000000Z
1488,1,1,deficiente,17542,2021-09-21T00:00:00.000000Z
1489,4,4,excelente,3739833,2022-10-08T00:00:00.000000Z
1490,2,2,aceptable,3568173,2021-02-22T00:00:00.000000Z
1491,2,3,aceptable,52038,2023-08-28T00:00:00.000000Z
1492,2,1,regular,18480,2022-01-12T00:00:00.000000Z
1493,3,4,muy bueno,5010682,2022-08-11T00:00:00.000000Z
1494,1,2,regular,9187084,2023-06-17T00:00:00.000000Z
1495,3,2,aceptable,7841427,2021-03-06T00:00:00.000000Z
1496,1,1,deficiente,8799547,2023-10-04T00:00:00.000000Z
1497,5,5,excelente,17063,2021-10-08T00:00:00.000000Z
1498,5,5,excelente,17380,2023-09-01T00:00:00.000000Z
1499,4,5,excelente,17069,2021-02-02T00:00:00.000000Z
1500,4,4,excelente,17563,2021-05-11T00:00:00.000000Z
1501,1,1,deficiente,16855,2021-07-30T00:00:00.000000Z
1502,4,4,excelente,17485,2021-05-07T00:00:00.000000Z
1503,5,5,excelente,17029,2023-04-09T00:00:00.000000Z
1504,5,5,excelente,17174,2021-09-26T00:00:00.000000Z
1505,2,1,regular,3568306,2022-09-27T00:00:00.000000Z
1506,5,5,excelente,18211,2021-03-22T00:00:00.000000Z
1507,4,3,muy bueno,5241167,2022-12-10T00:00:00.000000Z
1508,1,2,regular,18577,2021-06-04T00:00:00.000000Z
1509,3,3,muy bueno,3739833,2023-03-12T00:00:00.000000Z
1510,2,3,aceptable,17464,2021-03-28T00:00:00.000000Z
1511,3,4,muy bueno,18537,2023-08-25T00:00:00.000000Z
1512,4,3,muy bueno,17487,2023-01-15T00:00:00.000000Z
1513,5,4,excelente,16820,2023-10-28T00:00:00.000000Z
1514,1,2,regular,17138,2021-11-05T00:00:00.000000Z
1515,4,5,excelente,17939,2023-11-23T00:00:00.000000Z
1516,1,1,deficiente,18551,2023-06-19T00:00:00.000000Z
1517,4,4,excelente,7927289,2021-05-16T00:00:00.000000Z
1518,3,3,muy bueno,17131,2022-10-17T00:00:00.000000Z
1519,3,2,aceptable,17331,2022-12-06T00:00:00.000000Z
1520,1,2,regular,5213820,2023-01-19T00:00:00.000000Z
1521,5,4,excelente,17702,2023-03-16T00:00:00.000000Z
1522,5,5,excelente,17744,2021-12-15T00:00:00.000000Z
1523,4,5,excelente,7165658,2023-10-16T00:00:00.000000Z
1524,4,5,excelente,17857,2023-03-16T00:00:00.000000Z
1525,1,1,deficiente,5178865,2021-05-27T00:00:00.000000Z
1526,5,5,excelente,5653942,2022-02-04T00:00:00.000000Z
1527,3,4,muy bueno,17885,2021-08-21T00:00:00.000000Z
1528,4,5,excelente,18049,2021-12-31T00:00:00.000000Z
