ID,DESC_CLASIFICACION,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,ESTADO,COORD_GIS_X,COORD_GIS_Y,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX,NDP,FECHA_INSTALACION,CODIGO_INTERNO,CONTRATO_COD,TOTAL_ELEM,tipo,COORD_GIS,SISTEMA_COORD
5218558,area de mayores,64,almenara,6.0,tetuan,operativo,441065.64,4480254.55,40.47088055,-3.69521992,calle,san leopoldo,78,28029.0,5218558-DIRECCION_AUX-desconocido,11032819.0,2019-12-17T00:00:00.000000Z,m0611,ae21,2,mayores,"[-3.69521992, 40.47088055]",WGS84
5218564,area de mayores,64,almenara,6.0,tetuan,operativo,441514.22,4479983.3,40.46846872,-3.6899036,calle,san aquilino,6,28029.0,5218564-DIRECCION_AUX-desconocido,11031821.0,2019-12-17T00:00:00.000000Z,m0612,ae21,1,mayores,"[-3.6899036, 40.46846872]",WGS84
5219925,area de juegos/especial,215,corralejos,21.0,barajas,operativo,449471.1,4479011.59,40.46023708,-3.59597134,5219925-TIPO_VIA-desconocido,5219925-NOM_VIA-desconocido,5219925-NUM_VIA-desconocido,28042.0,5219925-DIRECCION_AUX-desconocido,20078838.0,11-03-2023,am_120001,6,16,mayores,"[-3.59597134, 40.46023708]",WGS84
5240105,area de juegos/especial,113,san isidro,11.0,carabanchel,operativo,438713.61,4472504.4,40.40089385,-3.72221618,5240105-TIPO_VIA-desconocido,5240105-NOM_VIA-desconocido,5240105-NUM_VIA-desconocido,28005.0,5240105-DIRECCION_AUX-desconocido,31011490.0,fecha_incorrecta,am_900003,6,8,mayores,"[-3.72221618, 40.40089385]",WGS84
5240110,area de juegos/especial,24,legazpi,2.0,arganzuela,operativo,441560.96,4470584.14,40.38379982,-3.68848835,5240110-TIPO_VIA-desconocido,5240110-NOM_VIA-desconocido,5240110-NUM_VIA-desconocido,28005.0,5240110-DIRECCION_AUX-desconocido,31011490.0,fecha_incorrecta,am_900001,6,7,mayores,"[-3.68848835, 40.38379982]",WGS84
5240112,area de juegos/especial,125,moscardo,12.0,usera,operativo,440217.9,4471736.57,40.39408622,-3.7044184,5240112-TIPO_VIA-desconocido,5240112-NOM_VIA-desconocido,5240112-NUM_VIA-desconocido,28005.0,5240112-DIRECCION_AUX-desconocido,31011490.0,fecha_incorrecta,D010315,6,10,mayores,"[-3.7044184, 40.39408622]",WGS84
5241182,area de juegos/especial,143,marroquina,14.0,moratalaz,operativo,445279.36,4473693.4,40.41206244,-3.64495069,avenida,avenida del doctor garcia tapia,125,28030.0,5241182-DIRECCION_AUX-desconocido,31046138.0,03/07/2023,C147111,6,6,mayores,"[-3.64495069, 40.41206244]",WGS84
5241184,area de juegos/especial,143,marroquina,14.0,moratalaz,operativo,445505.91,4473577.5,40.4110332,-3.64227075,avenida,avenida del doctor garcia tapia,125,28030.0,5241184-DIRECCION_AUX-desconocido,31046138.0,03/07/2023,C147111,6,16,mayores,"[-3.64227075, 40.4110332]",WGS84
5241186,area de juegos/especial,143,marroquina,14.0,moratalaz,operativo,445666.18,4473535.96,40.41066946,-3.64037836,avenida,avenida del doctor garcia tapia,125,28030.0,5241186-DIRECCION_AUX-desconocido,31046138.0,03/07/2023,C147111,6,9,mayores,"[-3.64037836, 40.41066946]",WGS84
5241188,area de juegos/especial,142,horcajo,14.0,moratalaz,operativo,446723.4,4473508.22,40.4104879,-3.62791636,avenida,avenida del doctor garcia tapia,125,28030.0,5241188-DIRECCION_AUX-desconocido,31046138.0,03/07/2023,C147111,6,2,mayores,"[-3.62791636, 40.4104879]",WGS84
5270355,area de mayores,12,embajadores,1.0,centro,operativo,440303.01,4473482.98,40.40982485,-3.70357939,calle,amparo,31,28012.0,5270355-DIRECCION_AUX-desconocido,11002407.0,2020-02-05T00:00:00.000000Z,m0111,ae21,4,mayores,"[-3.70357939, 40.40982485]",WGS84
6779455,area de mayores,91,casa de campo,9.0,moncloa - aravaca,operativo,437907.55,4475334.4,40.42632797,-3.7319905,paseo,comandante fortea,25,28008.0,post.,11051547.0,2019-08-06T00:00:00.000000Z,m0915,ae21,12,mayores,"[-3.7319905, 40.42632797]",WGS84
6819624,area de juegos/especial,123,san fermin,12.0,usera,operativo,441528.51,4469732.63,40.37612666,-3.6887925,6819624-TIPO_VIA-desconocido,6819624-NOM_VIA-desconocido,6819624-NUM_VIA-desconocido,0.0,6819624-DIRECCION_AUX-desconocido,6819624-NDP-desconocido,6819624,am_100001,6,9,mayores,"[-3.6887925, 40.37612666]",WGS84
6819626,area de juegos/especial,173,butarque,17.0,villaverde,operativo,442411.51,4467434.35,40.35548386,-3.67818394,6819626-TIPO_VIA-desconocido,6819626-NOM_VIA-desconocido,6819626-NUM_VIA-desconocido,0.0,6819626-DIRECCION_AUX-desconocido,6819626-NDP-desconocido,6819626,am_100004,6,11,mayores,"[-3.67818394, 40.35548386]",WGS84
7021749,area de mayores,143,marroquina,14.0,moratalaz,operativo,446220.48,4473431.58,40.40976514,-3.63383694,calle,fobos,4,28030.0,CALLE DE FOBOS 4,20169772.0,2020-05-19T00:00:00.000000Z,m1408,ae21,9,mayores,"[-3.63383694, 40.40976514]",WGS84
7107707,area de mayores,91,casa de campo,9.0,moncloa - aravaca,operativo,437996.96,4475429.51,40.42719142,-3.73094583,calle,ribera del manzanares,111,28008.0,post.,11051645.0,21/08/2015,m0916,ae21,11,mayores,"[-3.73094583, 40.42719142]",WGS84
7125612,area de mayores,87,mirasierra,8.0,fuencarral - el pardo,operativo,437937.93,4482130.47,40.48755163,-3.73229681,calle,irene caba alba,6,28049.0,7125612-DIRECCION_AUX-desconocido,31036281.0,25/06/2020,m0818,ae21,5,mayores,"[-3.73229681, 40.48755163]",WGS84
7125670,area de mayores,83,penagrande,8.0,fuencarral - el pardo,operativo,438859.0,4481638.89,40.48319166,-3.72138212,calle,pico de majalasna,1,28035.0,7125670-DIRECCION_AUX-desconocido,20073720.0,2020-06-25T00:00:00.000000Z,m0819,ae21,5,mayores,"[-3.72138212, 40.48319166]",WGS84
7129038,area de mayores,194,el canaveral,19.0,vicalvaro,operativo,453345.979,4472963.523,40.40597839,-3.54982656,calle,cerro del campo,41,28052.0,CERRO DEL CAMPO 41,31040410.0,2020-07-17T00:00:00.000000Z,m1916,ae21,5,mayores,"[-3.54982656, 40.40597839]",WGS84
7165658,area de mayores,75,rios rosas,7.0,chamberi,operativo,441089.01,4476737.49,40.43919902,-3.6946179,calle,breton de los herreros,48,28003.0,7165658-DIRECCION_AUX-desconocido,11041597.0,2004-01-01T00:00:00.000000Z,m0708,ae21,3,mayores,"[-3.6946179, 40.43919902]",WGS84
7168554,area de mayores,15,universidad,1.0,centro,operativo,439734.99,4475569.65,40.42858159,-3.71047122,calle,conde duque,11 d,28015.0,"CONDE DUQUE, 11 d",20111381.0,07-20-2020,m0112,ae21,12,mayores,"[-3.71047122, 40.42858159]",WGS84
7180264,area de mayores,32,adelfas,3.0,retiro,operativo,443252.92,4472363.91,40.39994997,-3.66871474,calle,arregui y aruej,13,28007.0,parque,11011396.0,2020-10-15T00:00:00.000000Z,m0314,ae21,6,mayores,"[-3.66871474, 40.39994997]",WGS84
7182696,area de mayores,146,vinateros,14.0,moratalaz,operativo,445095.35,4473087.81,40.40659481,-3.64706709,avenida,moratalaz,134,28030.0,"AVENIDA MORATALAZ, 134",11103177.0,2020-10-23T00:00:00.000000Z,m1409,ae21,6,mayores,"[-3.64706709, 40.40659481]",WGS84
7247916,area de mayores,131,entrevias,13.0,puente de vallecas,operativo,442352.49,4469975.97,40.37837621,-3.6791087,ronda,sur,119,28053.0,"RONDA SUR, 119",11090039.0,2020-11-20T00:00:00.000000Z,m1321,ae21,9,mayores,"[-3.6791087, 40.37837621]",WGS84
7403980,area de mayores,117,abrantes,11.0,carabanchel,operativo,437528.7,4469969.01,40.37796587,-3.73592975,calle,besolla,5,28025.0,CALLE DE BESOLLA 12,11078680.0,fecha_incorrecta,m1120,ae21,9,mayores,"[-3.73592975, 40.37796587]",WGS84
7591499,area de mayores,116,buenavista,11.0,carabanchel,operativo,435753.24,4468595.74,40.36545987,-3.75670508,calle,lonja de la seda,10,28054.0,"LONJA DE LA SEDA, 10",31003105.0,2020-12-29T00:00:00.000000Z,m1121,ae21,11,mayores,"[-3.75670508, 40.36545987]",WGS84
7591554,area de mayores,116,buenavista,11.0,carabanchel,operativo,435547.84,4469648.67,40.37492926,-3.75923054,calle,mascaraque,42,28044.0,PARQUE DE LAS CRUCES,11077854.0,2020-12-29T00:00:00.000000Z,m1122,ae21,11,mayores,"[-3.75923054, 40.37492926]",WGS84
7591607,area de mayores,116,buenavista,11.0,carabanchel,operativo,435406.4,4469562.96,40.3741462,-3.76088785,calle,ricardo bellver,18,28044.0,"RICARDO BELLVER, 18",11077863.0,29/12/2020,m1123,ae21,11,mayores,"[-3.76088785, 40.3741462]",WGS84
7591686,area de mayores,86,valverde,8.0,fuencarral - el pardo,operativo,441511.57,4482636.83,40.49237259,-3.69017963,calle,villacastin,14,28034.0,7591686-DIRECCION_AUX-desconocido,20075643.0,2021-01-22T00:00:00.000000Z,m0820,ae21,6,mayores,"[-3.69017963, 40.49237259]",WGS84
7595814,area de mayores,155,san pascual,15.0,ciudad lineal,operativo,444536.65,4477206.87,40.44366454,-3.65401044,calle,torrelaguna,50,28027.0,7595814-DIRECCION_AUX-desconocido,31015894.0,2021-01-25T00:00:00.000000Z,m1509,ae21,12,mayores,"[-3.65401044, 40.44366454]",WGS84
7602200,area de mayores,204,arcos,20.0,san blas - canillejas,operativo,447313.87,4474118.3,40.41602147,-3.62100801,avenida,institucion libre de ensenanza,147,28037.0,7602200-DIRECCION_AUX-desconocido,20120886.0,2020-06-02T00:00:00.000000Z,m2014,ae21,8,mayores,"[-3.62100801, 40.41602147]",WGS84
7613890,area de mayores,64,almenara,6.0,tetuan,operativo,441561.24,4480319.75,40.47150291,-3.68937998,plaza,este,7,28029.0,7613890-DIRECCION_AUX-desconocido,11031940.0,2021-01-08T00:00:00.000000Z,m0615,ae21,9,mayores,"[-3.68937998, 40.47150291]",WGS84
7862341,area de mayores,76,vallehermoso,7.0,chamberi,operativo,440041.253,4476909.878,40.44067708,-3.70698736,plaza,teniente de alcalde perez pillado,7,28003.0,eustaquio rodriguez,31044169.0,2021-04-12T00:00:00.000000Z,m0709,ae21,10,mayores,"[-3.70698736, 40.44067708]",WGS84
7895078,area de mayores,84,pilar,8.0,fuencarral - el pardo,operativo,440151.8,4480533.3,40.47332629,-3.70602557,avenida,el ferrol,29,28029.0,7895078-DIRECCION_AUX-desconocido,11046310.0,2021-05-18T00:00:00.000000Z,m0822,ae21,8,mayores,"[-3.70602557, 40.47332629]",WGS84
8775337,area de mayores,33,estrella,3.0,retiro,operativo,443699.027,4474427.35,40.41856887,-3.66364066,calle,marques de lozoya,24,28007.0,marques de lozoya 24,11013618.0,2022-02-14T00:00:00.000000Z,m0315,ae21,10,mayores,"[-3.66364066, 40.41856887]",WGS84
8780092,area de mayores,115,puerta bonita,11.0,carabanchel,operativo,437618.273,4469733.257,40.3758488,-3.73485157,calle,besolla,1,28025.0,cv avd. abrantes,11078682.0,2022-01-28T00:00:00.000000Z,m1126,ae21,14,mayores,"[-3.73485157, 40.3758488]",WGS84
8780154,area de mayores,116,buenavista,11.0,carabanchel,operativo,436239.675,4469727.276,40.37569059,-3.75108943,avenida,poblados,80,28044.0,calle eugenia de montijo,20092555.0,2022-03-03 00:00:00,m1127,ae21,11,mayores,"[-3.75108943, 40.37569059]",WGS84
8799604,area de mayores,62,cuatro caminos,6.0,tetuan,operativo,441011.31,4477874.668,40.44943772,-3.6956396,calle,basilica,17,28020.0,orense,11029304.0,2022-03-28T00:00:00.000000Z,m0616,ae21,7,mayores,"[-3.6956396, 40.44943772]",WGS84
8800259,area de mayores,132,san diego,13.0,puente de vallecas,operativo,443356.563,4470485.518,40.38303538,-3.66732642,calle,vizconde de arlesson,37,28018.0,cv c/de la imagen,11093791.0,2022-04-04T00:00:00.000000Z,m1323,ae21,8,mayores,"[-3.66732642, 40.38303538]",WGS84
16657,area infantil,15,universidad,1.0,centro,operativo,439600.898,4475235.511,40.42556179,-3.71202019,plaza,cristino martos,2,28015.0,"pza · plaza cristino martos , ascendiente 1: 015",11006548.0,2004-01-01T00:00:00.000000Z,1004,ae21,4,infantil,"[-3.71202019, 40.42556179]",WGS84
16659,area infantil,15,universidad,1.0,centro,operativo,440259.0,4475407.99,40.42716308,-3.70427886,plaza,dos de mayo,3,28004.0,"pza · plaza del dos de mayo 3 , ascendiente 1: 01",11006142.0,2006-11-21T00:00:00.000000Z,1006,ae21,8,infantil,"[-3.70427886, 40.42716308]",WGS84
16661,area infantil,14,justicia,1.0,centro,operativo,441256.019,4475200.267,40.42536281,-3.69250676,plaza,villa de paris,1,28004.0,"pza · plaza de la villa de paris , zona 1",11005131.0,2007-06-20T00:00:00.000000Z,1009,ae21,16,infantil,"[-3.69250676, 40.42536281]",WGS84
16663,area infantil,11,palacio,1.0,centro,operativo,438915.13,4474119.77,40.41546065,-3.71999665,paseo,virgen del puerto,3 b,28005.0,"pq · parque de atenas , ascendiente 1: 011 · pala",31044315.0,2004-01-01T00:00:00.000000Z,1010,ae21,17,infantil,"[-3.71999665, 40.41546065]",WGS84
16665,area infantil,11,palacio,1.0,cENTRO,operativo,439005.2,4474092.66,40.41522303,-3.71893249,16665-TIPO_VIA-desconocido,16665-NOM_VIA-desconocido,16665-NUM_VIA-desconocido,16665-COD_POSTAL-desconocido,"pq · parque de atenas , ascendiente 1: 011 · pala",31047537.0,2004-01-01T00:00:00.000000Z,1012,ae21,4,infantil,"[-3.71893249, 40.41522303]",WGS84
16667,area infantil,11,palacio,1.0,centro,operativo,439138.411,4473621.593,40.4109892,-3.71731742,calle,algeciras,4,28005.0,"c · calle de algeciras , ascendiente 1: 011 · pal",11001113.0,2004-01-01T00:00:00.000000Z,1014,ae21,8,infantil,"[-3.71731742, 40.4109892]",WGS84
16669,area infantil,12,embajadores,1.0,centro,operativo,439733.864,4473204.282,40.40727319,-3.71026037,glorieta,puerta de toledo,1,28005.0,"pza · plaza puerta de toledo , ascendiente 1: 012",20105763.0,2004-01-01T00:00:00.000000Z,1016,ae21,14,infantil,"[-3.71026037, 40.40727319]",WGS84
16671,area infantil,11,palacio,1.0,centro,operativo,439371.715,4473323.183,40.40831801,-3.71453946,calle,ventosa,23,28005.0,"c · calle ventosa , ascendiente 1: 011 · palacio",11001131.0,2004-01-01T00:00:00.000000Z,1018,ae21,10,infantil,"[-3.71453946, 40.40831801]",WGS84
16674,area infantil,12,embajadores,1.0,centro,operativo,440322.89,4473469.62,40.40970592,-3.70334385,calle,amparo,28,28012.0,"c · calle meson de paredes 46 , ascendiente 1: 01",11002104.0,2007-05-17T00:00:00.000000Z,1020,ae21,6,infantil,"[-3.70334385, 40.40970592]",WGS84
16676,area infantil,12,embajadores,1.0,centro,operativo,440288.04,4473330.87,40.40845349,-3.70374154,16676-TIPO_VIA-desconocido,SOMBRERETE,26,28012.0,"pza · plaza agustin lara , ascendiente 1: 012 · e",11002132.0,2004-01-01T00:00:00.000000Z,1022,ae21,11,infantil,"[-3.70374154, 40.40845349]",WGS84
16678,area infantil,13,cortes,1.0,centro,operativo,440562.68,4474038.459,40.41484745,-3.70057107,calle,principe,5,28012.0,"pza · plaza santa ana , ascendiente 1: 013 · cort",11003843.0,2007-06-28T00:00:00.000000Z,1024,ae21,6,infantil,"[-3.70057107, 40.41484745]",WGS84
16680,area infantil,13,cortes,1.0,centro,operativo,441128.91,4474218.23,40.41650716,-3.69391418,16680-TIPO_VIA-desconocido,16680-NOM_VIA-desconocido,16680-NUM_VIA-desconocido,16680-COD_POSTAL-desconocido,"pº · paseo prado 6 , ascendiente 1: 013 · cortes",31047833.0,2004-01-01T00:00:00.000000Z,1027,ae21,14,infantil,"[-3.69391418, 40.41650716]",WGS84
16682,area infantil,13,cortes,1.0,centro,operativo,440997.38,4473845.72,40.41314209,-3.69542987,16682-TIPO_VIA-desconocido,16682-NOM_VIA-desconocido,16682-NUM_VIA-desconocido,16682-COD_POSTAL-desconocido,"c · calle huertas 70 , ascendiente 1: 013 · corte",11003476.0,16682,1029,ae21,7,infantil,"[-3.69542987, 40.41314209]",WGS84
16684,area infantil,12,embajadores,1.0,centro,operativo,440139.376,4473092.893,40.406299,-3.70547112,calle,casino,5,28012.0,"c · calle embajadores 47 , ascendiente 1: 012 · e",11002228.0,16684,1030,ae21,24,infantil,"[-3.70547112, 40.406299]",WGS84
16686,area infantil,11,palacio,1.0,centro,operativo,439854.28,4474604.45,40.41989527,-3.7089737,16686-TIPO_VIA-desconocido,16686-NOM_VIA-desconocido,16686-NUM_VIA-desconocido,16686-COD_POSTAL-desconocido,"c · calle cuesta de santo domingo 16 , ascendient",11000193.0,2007-07-16T00:00:00.000000Z,1032,ae21,5,infantil,"[-3.7089737, 40.41989527]",WGS84
16690,area infantil,15,universidad,1.0,centro,operativo,440296.31,4475362.82,40.42675884,-3.7038348,plaza,dos de mayo,9,28004.0,"pza · plaza del dos de mayo , ascendiente 1: 015",11006172.0,2006-11-20T00:00:00.000000Z,1036,ae21,8,infantil,"[-3.7038348, 40.42675884]",WGS84
16692,area infantil,14,justicia,1.0,centro,operativo,440935.955,4475382.786,40.42698437,-3.69629654,plaza,santa barbara,8,28004.0,"pza · plaza santa barbara , ascendiente 1: 014 ·",11005154.0,2011-04-15T00:00:00.000000Z,1038,ae21,5,infantil,"[-3.69629654, 40.42698437]",WGS84
16699,area infantil,21,imperial,2.0,arganzuela,operativo,439096.42,4472942.9,40.40487215,-3.71774733,calle,cobos de segovia,17,28005.0,"calle cobos de segovia 15-17 post. con c/ san garcia, ascendiente 1: 021 ·",20108116.0,2005-11-05T00:00:00.000000Z,2002,ae21,12,infantil,"[-3.71774733, 40.40487215]",WGS84
16701,area infantil,21,imperial,2.0,arganzuela,operativo,439274.723,4473085.281,40.40616781,-3.71565978,calle,munopedro,6,28005.0,"calle munopedro 22 zona 1 , ascendiente 1: 021 ·",31001522.0,2004-09-13T00:00:00.000000Z,2004,ae21,11,infantil,"[-3.71565978, 40.40616781]",WGS84
16703,area infantil,21,imperial,2.0,arganzuela,operativo,438765.91,4472859.92,40.40410039,-3.72163411,calle,san alejandro,10,28005.0,"parque san alejandro padilla jardin del maestro padilla frente 8-10, ascendiente 1: 021 ·",11008204.0,2004-09-13T00:00:00.000000Z,2006,ae21,10,infantil,"[-3.72163411, 40.40410039]",WGS84
16709,area infantil,22,acacias,2.0,arganzuela,operativo,439935.24,4472267.19,40.39884597,-3.70779882,calle,naves,9,28005.0,"calle naves 9 posterior, ascendiente 1: 022 · acacias",20007452.0,2004-12-02T00:00:00.000000Z,2015,ae21,6,infantil,"[-3.70779882, 40.39884597]",WGS84
16711,area infantil,22,acacias,2.0,arganzuela,operativo,439981.56,4472362.09,40.39970421,-3.70726198,calle,arganda,32,28005.0,"calle arganda 39 posterior , ascendiente 1: 022 · acaci",11010584.0,2004-12-02T00:00:00.000000Z,2017,ae21,6,infantil,"[-3.70726198, 40.39970421]",WGS84
16713,area infantil,26,palos de la frontera,2.0,arganzuela,operativo,441397.64,4472484.2,40.4009051,-3.69058718,calle,general lacy,50,28045.0,"calle general lacy frente al nº 50 , ascendiente 1: 026 · pal",11009960.0,2006-03-21T00:00:00.000000Z,2019,ae21,5,infantil,"[-3.69058718, 40.4009051]",WGS84
16715,area infantil,22,acacias,2.0,arganzuela,operativo,439936.24,4472639.29,40.4021981,-3.70782215,calle,gasometro,32,28005.0,"calle vallejo najera c/ gasometro, ascendiente 1: 022 · a",31044316.0,2006-11-01T00:00:00.000000Z,2020,ae21,10,infantil,"[-3.70782215, 40.4021981]",WGS84
16717,area infantil,22,acacias,2.0,arganzuela,operativo,440229.186,4472582.032,40.40170337,-3.70436479,paseo,juan antonio vallejo-najera botas,20,28005.0,"parque parroco sanchez camara c/ doctor vallejo najera, ascendiente",20118591.0,2005-12-22T00:00:00.000000Z,2022,ae21,14,infantil,"[-3.70436479, 40.40170337]",WGS84
16719,area infantil,22,acacias,2.0,arganzuela,operativo,440605.066,4472474.526,40.4007618,-3.69992555,glorieta,santa maria de la cabeza,12,28045.0,"glorieta santa maria de la cabeza , ascendi",31033184.0,2005-10-06T00:00:00.000000Z,2024,ae21,7,infantil,"[-3.69992555, 40.4007618]",WGS84
16720,area infantil,26,palos de la frontera,2.0,arganzuela,operativo,441089.29,4472562.48,40.40158853,-3.69422786,plaza,luca de tena,11,28045.0,"plaza luca de tena 11 , ascendiente 1: 026",11010082.0,2005-05-11T00:00:00.000000Z,2025,ae21,8,infantil,"[-3.69422786, 40.40158853]",WGS84
16722,area infantil,26,palos de la frontera,2.0,arganzuela,operativo,441167.1,4472635.03,40.4022476,-3.69331768,plaza,luca de tena,3,28045.0,"plaza luca de tena nº 3-4 , ascendiente 1: 026 · p",31042873.0,2005-01-26T00:00:00.000000Z,2027,ae21,7,infantil,"[-3.69331768, 40.4022476]",WGS84
16724,area infantil,23,chopera,2.0,arganzuela,operativo,440730.158,4472156.391,40.39790479,-3.69842191,calle,torres miranda,2,28045.0,"calle torres miranda 2 c/jaime el conquistador area 1 , ascendiente 1: 023 ·",11008769.0,2005-05-10T00:00:00.000000Z,2029,ae21,14,infantil,"[-3.69842191, 40.39790479]",WGS84
16726,area infantil,25,delicias,2.0,arganzuela,operativo,441673.03,4472198.99,40.39835512,-3.687316,calle,juan de mariana,8,28045.0,"calle juan de mariana 4-6 posterior, ascendiente 1: 025 ·",20134606.0,2004-09-13T00:00:00.000000Z,2030,ae21,7,infantil,"[-3.687316, 40.39835512]",WGS84
16728,area infantil,25,delicias,2.0,arganzuela,operativo,441885.57,4472300.57,40.39928506,-3.6848209,calle,mendez alvaro,38,28045.0,"calle mendez alvaro 38 (plaza amanecer en mendez alvaro), ascendiente 1: 025 · de",11009554.0,fecha_incorrecta,2032,ae21,10,infantil,"[-3.6848209, 40.39928506]",WGS84
16730,area infantil,27,atocha,2.0,arganzuela,operativo,442379.73,4472056.25,40.39711843,-3.678976,calle,16730-NOM_VIA-desconocido,2,28045.0,"calle tejo c/ almez zona 2, ascendiente 1: 027 · atocha , as",20139361.0,2006-01-10T00:00:00.000000Z,2036,ae21,14,infantil,"[-3.678976, 40.39711843]",WGS84
16732,area infantil,23,chopera,2.0,arganzuela,operativo,440879.74,4471755.83,40.39430696,-3.69662221,plaza,rutilio gacis,3,28045.0,"plaza rutilio gacis 3 c/ guillermo de osma, ascendiente 1: 023",11008990.0,2006-02-28T00:00:00.000000Z,2038,ae21,9,infantil,"[-3.69662221, 40.39430696]",WGS84
16736,area infantil,24,legazpi,2.0,arganzuela,operativo,441665.85,4471297.16,40.39023044,-3.68731799,calle,bronce,5,28045.0,"parque bronce 22 , ascendiente 1: 024 · lega",31007293.0,2007-04-25T00:00:00.000000Z,2042,ae21,12,infantil,"[-3.68731799, 40.39023044]",WGS84
16738,area infantil,25,delicias,2.0,arganzuela,operativo,441564.744,4471897.833,40.39563454,-3.6885643,calle,parroco eusebio cuenca,42,28045.0,"calle parroco eusebio cuenca 42 , ascendiente",20102190.0,2005-05-11T00:00:00.000000Z,2045,ae21,11,infantil,"[-3.6885643, 40.39563454]",WGS84
16658,area infantil,15,universidad,1.0,centro,operativo,439856.44,4475417.186,40.42721691,-3.70902511,plaza,comendadoras,9,28015.0,"pza · plaza comendadoras , ascendiente 1: 015 · u",11006381.0,2004-01-01T00:00:00.000000Z,1005,ae21,10,infantil,"[-3.70902511, 40.42721691]",WGS84
16660,area infantil,15,universidad,1.0,centro,operativo,440254.716,4475367.323,40.42679642,-3.70432554,plaza,dos de mayo,2,28004.0,"pza · plaza del dos de mayo 2 , ascendiente 1: 01",11006158.0,2006-11-20T00:00:00.000000Z,1007,ae21,18,infantil,"[-3.70432554, 40.42679642]",WGS84
16664,area infantil,11,palacio,1.0,centro,operativo,438975.594,4474091.596,40.41521128,-3.71928133,paseo,ciudad de plasencia,1,28005.0,"pq · parque de atenas , ascendiente 1: 011 · pala",31044315.0,2004-01-01T00:00:00.000000Z,1011,ae21,17,infantil,"[-3.71928133, 40.41521128]",WGS84
16666,area infantil,14,justicia,1.0,centro,operativo,440657.77,4474736.53,40.42114279,-3.69951548,16666-TIPO_VIA-desconocido,16666-NOM_VIA-desconocido,16666-NUM_VIA-desconocido,16666-COD_POSTAL-desconocido,"pza · plaza vazquez de mella 6 , ascendiente 1: 0",11004540.0,2004-09-30T00:00:00.000000Z,1013,ae21,5,infantil,"[-3.69951548, 40.42114279]",WGS84
16668,area infantil,11,palacio,1.0,centro,operativo,439372.072,4473911.935,40.41362179,-3.71459135,cuesta,ciegos,2,28005.0,"c · calle cuesta de los ciegos 2 , ascendiente 1:",20105119.0,2004-01-01T00:00:00.000000Z,1015,ae21,24,infantil,"[-3.71459135, 40.41362179]",WGS84
16670,area infantil,11,palacio,1.0,centro,operativo,439485.273,4473285.451,40.40798637,-3.71319762,avenida,gran via de san francisco,9,28005.0,"c · calle gran via de san francisco 9 , ascendien",20142017.0,2004-01-01T00:00:00.000000Z,1017,ae21,15,infantil,"[-3.71319762, 40.40798637]",WGS84
16672,area infantil,11,palacio,1.0,centro,operativo,439284.769,4473474.046,40.40967072,-3.71557848,calle,rosario,27,28005.0,"c · calle rosario , ascendiente 1: 011 · palacio",11001199.0,2004-01-01T00:00:00.000000Z,1019,ae21,16,infantil,"[-3.71557848, 40.40967072]",WGS84
16675,area infantil,15,universidad,1.0,centro,operativo,440291.785,4475203.161,40.42532024,-3.70387315,calle,espiritu santo,26,28004.0,"pza · plaza juan pujol , ascendiente 1: 015 · uni",11006128.0,fecha_incorrecta,1021,ae21,6,infantil,"[-3.70387315, 40.42532024]",WGS84
16677,area infantil,13,cortes,1.0,centro,operativo,440552.131,4474009.92,40.4145896,-3.70069273,plaza,santa ana,8,28012.0,"pza · plaza santa ana 8 , ascendiente 1: 013 · co",11003720.0,2007-06-28T00:00:00.000000Z,1023,ae21,6,infantil,"[-3.70069273, 40.4145896]",WGS84
16679,area infantil,12,embajadores,1.0,centro,operativo,439895.828,4473094.345,40.40629454,-3.70834132,plaza,campillo del mundo nuevo,3 b,28005.0,"c · calle ronda de toledo , ascendiente 1: 012 ·",31035660.0,2004-01-01T00:00:00.000000Z,1025,ae21,9,infantil,"[-3.70834132, 40.40629454]",WGS84
16685,area infantil,12,embajadores,1.0,centro,operativo,440275.94,4473762.81,40.41234375,-3.70392467,16685-TIPO_VIA-desconocido,16685-NOM_VIA-desconocido,16685-NUM_VIA-desconocido,16685-COD_POSTAL-desconocido,"pza · plaza tirso de molina , ascendiente 1: 012",11001682.0,2004-01-01T00:00:00.000000Z,1031,ae21,11,infantil,"[-3.70392467, 40.41234375]",WGS84
16687,area infantil,11,palacio,1.0,centro,operativo,439898.4,4474604.56,40.41989944,-3.70845368,16687-TIPO_VIA-desconocido,16687-NOM_VIA-desconocido,16687-NUM_VIA-desconocido,16687-COD_POSTAL-desconocido,"c · calle cuesta de santo domingo 22 , ascendient",20003768.0,2007-07-16T00:00:00.000000Z,1033,ae21,5,infantil,"[-3.70845368, 40.41989944]",WGS84
16740,area infantil,24,legazpi,2.0,arganzuela,operativo,441060.79,4471314.91,40.39034775,-3.69444821,paseo,molino,7,28045.0,"paseo molino frente a nº 7-9 c/ nerja, ascendiente 1: 024 · legazpi",11009202.0,2007-09-13T00:00:00.000000Z,2047,ae21,7,infantil,"[-3.69444821, 40.39034775]",WGS84
